date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:56:26	35582/35582	---M--	200	added ('OK')	text/css	etag:%228afbad18e4d43c85748681ea71d10f4b%22	https://cdn.dsmcdn.com/web/production/homepage.5cb90386be33fc717bcc651284f74db3.css	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/web/production/homepage.5cb90386be33fc717bcc651284f74db3.css	(from https://www.trendyol.com/)
00:56:26	30588/30588	---MCZ	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2012:41:33%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/2/14/En_Cok_Satanlar_202302142041.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/2/14/En_Cok_Satanlar_202302142041.png	(from https://www.trendyol.com/)
00:56:26	1074396/1074396	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:22%20GMT	https://www.trendyol.com/sr/?fl=encoksatanurunler	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr/indexb47b.html	(from https://www.trendyol.com/)
00:56:27	209308/209308	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:22%20GMT	https://www.trendyol.com/sanaozel/1?versionKey=singleProducts_JFY_Original_Woman_Deng	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sanaozel/19040.html	(from https://www.trendyol.com/)
00:56:27	34901/34901	---MCZ	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2012:41:32%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/2/14/Senin_Icin_Sectik_202302142041.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/2/14/Senin_Icin_Sectik_202302142041.png	(from https://www.trendyol.com/)
00:56:27	250196/250196	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:23%20GMT	https://www.trendyol.com/sr?cid=625212&si=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/srd802.html	(from https://www.trendyol.com/)
00:56:27	14182/14182	---MCZ	200	added ('OK')	image/png	date:Fri,%2027%20Oct%202023%2009:10:04%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/mnresize/200/200/marketing/datascience/automation/2023/10/27/Gazze_Web_Circlebanner_202310271210.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/mnresize/200/200/marketing/datascience/automation/2023/10/27/Gazze_Web_Circlebanner_202310271210.png	(from https://www.trendyol.com/)
00:56:28	240834/240834	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:23%20GMT	https://www.trendyol.com/sr?id=646108030,645239243,646643305	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr873b.html	(from https://www.trendyol.com/)
00:56:28	50376/50376	---MCZ	200	added ('OK')	image/png	date:Wed,%2021%20Feb%202024%2006:05:26%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2024/2/21/Deskte_V12_202402210905.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2024/2/21/Deskte_V12_202402210905.png	(from https://www.trendyol.com/)
00:56:28	215989/215989	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2020:55:24%20GMT	https://www.trendyol.com/butik/liste/101494/is--yerine--ozel	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/butik/liste/101494/is--yerine--ozel	(from https://www.trendyol.com/)
00:56:28	255387/255387	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:24%20GMT	https://www.trendyol.com/butik/liste/101494/is-yerine-ozel	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/butik/liste/101494/is-yerine-ozel.html	(from https://www.trendyol.com/)
00:56:28	50244/50244	---MCZ	200	added ('OK')	image/png	date:Thu,%2020%20Jul%202023%2008:11:21%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/7/20/Widget_202307201111.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/7/20/Widget_202307201111.png	(from https://www.trendyol.com/)
00:56:29	298905/298905	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:25%20GMT	https://www.trendyol.com/cardfinans-kart	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/cardfinans-kart.html	(from https://www.trendyol.com/)
00:56:29	40044/40044	---MCZ	200	added ('OK')	image/png	date:Wed,%2026%20Jul%202023%2011:51:48%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/7/26/Widget_202307261451.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/7/26/Widget_202307261451.png	(from https://www.trendyol.com/)
00:56:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2020:55:25%20GMT	https://www.trendyol.com/kredi	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/kredi	(from https://www.trendyol.com/)
00:56:29	44040/44040	---MCZ	200	added ('OK')	image/png	date:Tue,%2022%20Aug%202023%2013:03:12%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/8/22/Kredilercircle_202308221603.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/8/22/Kredilercircle_202308221603.png	(from https://www.trendyol.com/)
00:56:30	428591/428591	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:26%20GMT	https://www.trendyol.com/sr?rb=1617	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr6b9e.html	(from https://www.trendyol.com/)
00:56:30	3402/3402	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2013:11:54%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/26/Apple_202301262111.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/26/Apple_202301262111.jpg	(from https://www.trendyol.com/)
00:56:32	211595/211595	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:28%20GMT	https://www.trendyol.com/sr?rb=3228	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/srf8d1.html	(from https://www.trendyol.com/)
00:56:32	5599/5599	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2009:15:47%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Samsung_202301271715.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Samsung_202301271715.jpg	(from https://www.trendyol.com/)
00:56:33	211850/211850	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2020:55:28%20GMT	https://www.trendyol.com/magaza/pullbear-m-112044?sst=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/pullbear-m-112044826b	(from https://www.trendyol.com/)
00:56:33	211908/211908	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2020:55:29%20GMT	https://www.trendyol.com/magaza/pull-bear-m-112044?sellerStorePromotionWidgetStyle=A&channelId=1&language=tr	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/pull-bear-m-112044c230	(from https://www.trendyol.com/)
00:56:33	305389/305389	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:29%20GMT	https://www.trendyol.com/magaza/pull-bear-m-112044?sst=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/pull-bear-m-112044826b.html	(from https://www.trendyol.com/)
00:56:33	3065/3065	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202023%2012:53:24%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/3/31/Topstory_202303311553.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/3/31/Topstory_202303311553.jpg	(from https://www.trendyol.com/)
00:56:36	211591/211591	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:31%20GMT	https://www.trendyol.com/sr?rb=4649	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr78ea.html	(from https://www.trendyol.com/)
00:56:36	6435/6435	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2007:58:59%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Philips_202301271558.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Philips_202301271558.jpg	(from https://www.trendyol.com/)
00:56:36	458550/458550	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:32%20GMT	https://www.trendyol.com/sr?rb=11079	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sraa6a.html	(from https://www.trendyol.com/)
00:56:36	2993/2993	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2018:36:54%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/28/Xiaomi_202301280236.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/28/Xiaomi_202301280236.jpg	(from https://www.trendyol.com/)
00:56:37	281972/281972	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:33%20GMT	https://www.trendyol.com/magaza/karaca-zuccaciye-m-253958?sst=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/karaca-zuccaciye-m-253958826b.html	(from https://www.trendyol.com/)
00:56:37	5917/5917	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202023%2011:17:56%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/2/13/Karaca_202302131917.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/2/13/Karaca_202302131917.jpg	(from https://www.trendyol.com/)
00:56:37	417878/417878	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:33%20GMT	https://www.trendyol.com/sr?rb=10989	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr6e8a.html	(from https://www.trendyol.com/)
00:56:38	3650/3650	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2017:21:42%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/28/Vestel_202301280121.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/28/Vestel_202301280121.jpg	(from https://www.trendyol.com/)
00:56:38	534714/534714	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:34%20GMT	https://www.trendyol.com/sr?rb=15	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr68f8.html	(from https://www.trendyol.com/)
00:56:38	21006/21006	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2013:44:51%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/26/Adidas_202301262144.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/26/Adidas_202301262144.png	(from https://www.trendyol.com/)
00:56:39	474024/474024	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:34%20GMT	https://www.trendyol.com/sr?rb=14661	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr3b1c.html	(from https://www.trendyol.com/)
00:56:39	5488/5488	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2014:07:34%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/26/Bosch_202301262207.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/26/Bosch_202301262207.png	(from https://www.trendyol.com/)
00:56:39	305393/305393	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:35%20GMT	https://www.trendyol.com/magaza/stradivarius-m-150331?sst=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/stradivarius-m-150331826b.html	(from https://www.trendyol.com/)
00:56:39	5271/5271	---MCZ	200	added ('OK')	image/png	date:Wed,%2026%20Apr%202023%2006:36:24%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/4/26/Stradivarius_202304260936.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/4/26/Stradivarius_202304260936.png	(from https://www.trendyol.com/)
00:56:40	373139/373139	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:36%20GMT	https://www.trendyol.com/magaza/defacto-m-1188?sst=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/defacto-m-1188826b.html	(from https://www.trendyol.com/)
00:56:40	3424/3424	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2016:49:55%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Defacto_202301270049.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Defacto_202301270049.jpg	(from https://www.trendyol.com/)
00:56:40	346677/346677	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:36%20GMT	https://www.trendyol.com/magaza/penti-m-4442?sst=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/penti-m-4442826b.html	(from https://www.trendyol.com/)
00:56:41	3603/3603	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2007%20Mar%202023%2014:38:44%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/3/7/Penti_202303072238.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/3/7/Penti_202303072238.jpg	(from https://www.trendyol.com/)
00:56:41	321924/321924	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:37%20GMT	https://www.trendyol.com/magaza/mango-m-104723?sst=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/mango-m-104723826b.html	(from https://www.trendyol.com/)
00:56:41	6939/6939	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2021:25:42%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Mango_202301270525.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Mango_202301270525.png	(from https://www.trendyol.com/)
00:56:42	396455/396455	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:37%20GMT	https://www.trendyol.com/sr?rb=951374	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/srea8d.html	(from https://www.trendyol.com/)
00:56:42	3132/3132	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2008:29:24%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Roborock_202301271629.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Roborock_202301271629.jpg	(from https://www.trendyol.com/)
00:56:42	327879/327879	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:38%20GMT	https://www.trendyol.com/magaza/boraks-m-113012?sst=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/boraks-m-113012826b.html	(from https://www.trendyol.com/)
00:56:42	2761/2761	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2019:26:42%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Kumtel_202301270326.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Kumtel_202301270326.png	(from https://www.trendyol.com/)
00:56:43	433727/433727	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:39%20GMT	https://www.trendyol.com/sr?rb=1698	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/src6a3.html	(from https://www.trendyol.com/)
00:56:43	13360/13360	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2013:52:47%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/26/Arzum_202301262152.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/26/Arzum_202301262152.png	(from https://www.trendyol.com/)
00:56:43	398013/398013	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:39%20GMT	https://www.trendyol.com/sr?rb=13078	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/srdb75.html	(from https://www.trendyol.com/)
00:56:44	1966/1966	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2016:49:51%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Dyson_202301270049.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Dyson_202301270049.jpg	(from https://www.trendyol.com/)
00:56:44	420543/420543	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:40%20GMT	https://www.trendyol.com/sr?rb=1466	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/srb4c2.html	(from https://www.trendyol.com/)
00:56:44	3218/3218	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2009:15:49%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Sony_202301271715.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/1/27/Sony_202301271715.jpg	(from https://www.trendyol.com/)
00:56:45	324891/324891	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:40%20GMT	https://www.trendyol.com/magaza/bershka-m-104961?sst=0	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/magaza/bershka-m-104961826b.html	(from https://www.trendyol.com/)
00:56:45	5424/5424	---MCZ	200	added ('OK')	image/png	date:Wed,%2026%20Apr%202023%2006:43:37%20GMT	https://cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/4/26/Bershka_202304260943.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/mnresize/200/200/marketing/datascience/automation/2023/4/26/Bershka_202304260943.png	(from https://www.trendyol.com/)
00:56:45	2210/2210	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2011:21:19%20GMT	https://cdn.dsmcdn.com/web/production/product-placeholder-v2.jpeg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/web/production/product-placeholder-v2.jpg	(from https://www.trendyol.com/)
00:56:45	365436/365436	---MCZ	200	added ('OK')	image/png	date:Fri,%2026%20Jul%202024%2010:50:54%20GMT	https://cdn.dsmcdn.com/web/background/Homepage.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/web/background/Homepage.png	(from https://www.trendyol.com/)
00:56:46	514617/514617	---MCZ	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2013:06:33%20GMT	https://cdn.dsmcdn.com/marketing/datascience/automation/2024/5/29/ProductSliderBg_202405291606.png	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/marketing/datascience/automation/2024/5/29/ProductSliderBg_202405291606.png	(from https://www.trendyol.com/)
00:56:48	211597/211597	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:44%20GMT	https://www.trendyol.com/sr?wc=110,111&tag=kirmizi_kampanya_urunu,turuncu_kampanya_urunu,sari_kampanya_urunu&bu=100095,100094,100093&sst=BEST_SELLER	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sre616.html	(from https://www.trendyol.com/)
00:56:48	2786/2786	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2011:10:01%20GMT	https://cdn.dsmcdn.com/web/production/small_boutique_placeholder.jpg	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/cdn.dsmcdn.com/web/production/small_boutique_placeholder.jpg	(from https://www.trendyol.com/)
00:56:49	633521/633521	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:44%20GMT	https://www.trendyol.com/sr?wg=1%2C2&lpd=30&bu=100145%2C100146%2C100147&sst=MOST_FAVOURITE&rc=604%2C3214%2C3192%2C419%2C530%2C2949%2C3184%2C3183	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sra1e1.html	(from https://www.trendyol.com/)
00:56:49	434639/434639	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:45%20GMT	https://www.trendyol.com/sr?tag=kirmizi_kampanya_urunu%2Cturuncu_kampanya_urunu%2Csari_kampanya_urunu&mid=1138&sst=BEST_SELLER	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr5f6d.html	(from https://www.trendyol.com/)
00:56:49	667132/667132	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:45%20GMT	https://www.trendyol.com/sr?wg=1%2C2%2C3&bu=100145%2C100146%2C100147%2C100151&sst=BEST_SELLER&rc=448%2C974%2C449	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/srec92.html	(from https://www.trendyol.com/)
00:56:52	211591/211591	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:47%20GMT	https://www.trendyol.com/sr?wc=110,111&bu=100095,100094,100093&sst=BEST_SELLER&cc=true	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sra0cb.html	(from https://www.trendyol.com/)
00:56:52	604535/604535	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:48%20GMT	https://www.trendyol.com/sr?wg=1%2C2&bu=100145%2C100146%2C100147%2C100151&sst=SCORE&rc=975%2C425%2C429%2C411	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr8247.html	(from https://www.trendyol.com/)
00:56:53	448854/448854	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:48%20GMT	https://www.trendyol.com/sr?mid=104961	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr913d.html	(from https://www.trendyol.com/)
00:56:53	386067/386067	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:49%20GMT	https://www.trendyol.com/sr?mid=151589&os=1&sst=BEST_SELLER	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr6c02.html	(from https://www.trendyol.com/)
00:56:54	1112634/1112634	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2020:55:49%20GMT	https://www.trendyol.com/sr?wg=1,2&bu=100145,100146,100147,100151&sst=BEST_SELLER&rc=3214,604,3192,3189,525,586,3213,3194,3202	C:/Users/ASUS%20VivoBook/Desktop/Yeni%20Proje%203/Yeni%20Proje%203/www.trendyol.com/sr5030.html	(from https://www.trendyol.com/)
